stimulus,condition,raw_score
406,Financial Advisor,60.88235294117647
413,Financial Advisor,56.23529411764706
415,Financial Advisor,58.0
422,Financial Advisor,69.0
434,Financial Advisor,52.05882352941177
436,Financial Advisor,67.58823529411765
451,Financial Advisor,51.411764705882355
459,Financial Advisor,51.88235294117647
463,Financial Advisor,77.0
473,Financial Advisor,69.70588235294117
487,Financial Advisor,49.0
494,Financial Advisor,70.11764705882354
495,Financial Advisor,41.35294117647059
496,Financial Advisor,41.0
4,Financial Advisor,57.294117647058826
500,Financial Advisor,74.6470588235294
509,Financial Advisor,57.94117647058823
510,Financial Advisor,45.1764705882353
511,Financial Advisor,66.0
515,Financial Advisor,74.47058823529412
544,Financial Advisor,39.8235294117647
545,Financial Advisor,47.0
558,Financial Advisor,48.94117647058823
571,Financial Advisor,63.0
576,Financial Advisor,65.29411764705883
578,Financial Advisor,56.1764705882353
584,Financial Advisor,53.76470588235294
586,Financial Advisor,46.0
587,Financial Advisor,74.29411764705883
592,Financial Advisor,78.3529411764706
598,Financial Advisor,48.588235294117645
604,Financial Advisor,69.70588235294117
608,Financial Advisor,77.29411764705883
610,Financial Advisor,60.0
612,Financial Advisor,38.1764705882353
623,Financial Advisor,49.23529411764706
63,Financial Advisor,74.82352941176471
648,Financial Advisor,56.0
652,Financial Advisor,62.294117647058826
653,Financial Advisor,44.23529411764706
655,Financial Advisor,56.529411764705884
657,Financial Advisor,66.41176470588235
675,Financial Advisor,70.88235294117646
678,Financial Advisor,71.41176470588235
683,Financial Advisor,57.35294117647059
701,Financial Advisor,68.76470588235294
707,Financial Advisor,62.35294117647059
710,Financial Advisor,73.3529411764706
71,Financial Advisor,59.588235294117645
728,Financial Advisor,74.76470588235294
732,Financial Advisor,40.11764705882353
73,Financial Advisor,58.588235294117645
745,Financial Advisor,70.94117647058823
757,Financial Advisor,73.11764705882354
758,Financial Advisor,50.88235294117647
76,Financial Advisor,57.294117647058826
770,Financial Advisor,50.05882352941177
771,Financial Advisor,54.88235294117647
774,Financial Advisor,30.764705882352942
779,Financial Advisor,73.70588235294117
781,Financial Advisor,77.88235294117646
782,Financial Advisor,48.76470588235294
791,Financial Advisor,58.35294117647059
797,Financial Advisor,53.11764705882353
802,Financial Advisor,64.23529411764706
804,Financial Advisor,72.17647058823529
805,Financial Advisor,70.23529411764706
809,Financial Advisor,60.11764705882353
812,Financial Advisor,59.88235294117647
81,Financial Advisor,54.0
829,Financial Advisor,77.76470588235294
830,Financial Advisor,58.94117647058823
841,Financial Advisor,47.0
848,Financial Advisor,80.58823529411765
860,Financial Advisor,55.1764705882353
863,Financial Advisor,44.529411764705884
865,Financial Advisor,54.1764705882353
867,Financial Advisor,40.705882352941174
868,Financial Advisor,56.294117647058826
879,Financial Advisor,71.58823529411765
895,Financial Advisor,49.11764705882353
903,Financial Advisor,73.76470588235294
907,Financial Advisor,47.411764705882355
90,Financial Advisor,53.1764705882353
912,Financial Advisor,48.8235294117647
913,Financial Advisor,50.529411764705884
916,Financial Advisor,66.88235294117646
930,Financial Advisor,77.52941176470588
933,Financial Advisor,61.94117647058823
935,Financial Advisor,54.35294117647059
963,Financial Advisor,59.11764705882353
995,Financial Advisor,38.588235294117645
998,Financial Advisor,49.23529411764706
99,Financial Advisor,52.75
999,Financial Advisor,52.1875
101,Financial Advisor,60.4375
107,Financial Advisor,41.5625
108,Financial Advisor,51.375
124,Financial Advisor,56.1875
132,Financial Advisor,43.8125
148,Financial Advisor,55.75
150,Financial Advisor,66.1875
